id,title,author,year,isbn,status
1235,Garden Machine Storm Machine,Guido Dijkstra,1976,9780908551074,AVAILABLE
1236,Shadow Glass Code Crystal,Tim Knuth,1960,9787861902547,AVAILABLE
1237,Signal Empire Glass Whisper,Edsger Dijkstra,1953,9789535412012,AVAILABLE
1238,Archive Dream,Dennis Nakamoto,1995,9780026015153,AVAILABLE
1239,Halo Iron Halo Dream,Ken Nakamoto,1983,9789507407173,AVAILABLE
1240,Archive Code,Mary Turing,1995,9789503100649,AVAILABLE
1241,Star Atlas,Ada Torvalds,2024,9784520360894,OUT
1242,Storm Voyage,Katherine Lamarr,1962,9785992855359,AVAILABLE
1243,Moon Empire Machine,Guido Hopper,1954,9787990069680,OUT
1244,Voyage Signal,Frances Backus,1983,9783784233944,OUT
1245,Whisper Machine Phoenix Night,Ada Lovelace,2000,9786255032501,AVAILABLE
1246,Dawn Signal Garden,Margaret Liskov,2000,9781784290292,OUT
1247,Circuit Night,Katherine Ritchie,1962,9780906053088,OUT
1248,Echo River Night,Ada Liskov,1964,9786732904575,OUT
1249,Voyage Circuit Voyage Archive,Dennis Nakamoto,1973,9789964260336,OUT
1250,Circuit Dream Iron Circuit,Ada Liskov,2008,9788214770920,AVAILABLE
1251,Crystal Storm Circuit,Ken Dijkstra,1978,9788023621921,AVAILABLE
1252,Halo Halo Echo,Donald Shannon,2023,9780591611863,AVAILABLE
1253,Machine Garden Voyage Voyage,Grace Nakamoto,1990,9787721688005,AVAILABLE
1254,Labyrinth Voyage,Hedy Torvalds,1958,9786928972845,AVAILABLE
1255,Phoenix Empire Glass,Donald Shannon,1967,9787200283948,OUT
1256,Fire Halo,Tim Liskov,1969,9781447432811,OUT
1257,Machine Dust Code,Linus Lovelace,1966,9780203042322,AVAILABLE
1258,Archive Labyrinth Machine Phoenix,Barbara Knuth,1981,9783028165064,AVAILABLE
1259,Dawn Shadow Glass,Alan Thompson,1979,9787775691983,AVAILABLE
1260,Atlas Storm,Ada Dijkstra,1961,9781746902983,AVAILABLE
1261,Circuit Shadow,Margaret Berners-Lee,2019,9781966229131,AVAILABLE
1262,Labyrinth Shadow Echo,Alan Thompson,2001,9785667063621,AVAILABLE
1263,Echo Circuit Signal Machine,Ken Turing,1988,9784407663493,AVAILABLE
1264,Night Dust Cipher Machine,Ada Johnson,1998,9783226261142,OUT
1265,Dawn Circuit Cipher,Barbara Ritchie,2021,9784218808799,AVAILABLE
1266,Quantum Code,James Liskov,1980,9781996433853,AVAILABLE
1267,Quantum Star,Frances Dijkstra,1996,9785833343031,AVAILABLE
1268,Whisper Harbor,Ken Shannon,2013,9785457694757,AVAILABLE
1269,Dust Whisper Dream,Margaret Ritchie,1975,9783659746698,AVAILABLE
1270,Circuit Storm Cipher,Linus Hamilton,1966,9785450809594,OUT
1271,Storm Harbor Garden Iron,Guido Lamarr,1968,9785966472130,OUT
1272,Phoenix River Moon,Tim Thompson,1965,9786140489332,OUT
1273,Harbor Crystal Star,Dennis Johnson,1977,9780796373100,AVAILABLE
1274,Fire Glass Quantum Crystal,John Shannon,1995,9782115871845,AVAILABLE
1275,Dawn Machine,Margaret Dijkstra,2005,9788744701732,AVAILABLE
1276,Halo Harbor Glass Shadow,Claude Gosling,1993,9782377729665,AVAILABLE
1277,Dawn Dawn Archive,Ada Knuth,1985,9780527810558,AVAILABLE
1278,Empire Empire Shadow Halo,Barbara Backus,1972,9781425731609,AVAILABLE
1279,Night Dust Whisper,Donald Torvalds,2000,9781720313695,AVAILABLE
1280,Whisper Moon Echo,Guido Dijkstra,1953,9782973525953,AVAILABLE
1281,Moon Iron,Barbara Allen,1979,9783899204573,AVAILABLE
1282,Night Moon Night,James Gosling,1961,9780761087082,AVAILABLE
1283,Code Labyrinth Circuit,Donald Shannon,1970,9783601071261,AVAILABLE
1284,Fire Phoenix Harbor,Mary Berners-Lee,2021,9782176484673,AVAILABLE
1285,Archive Atlas River,Barbara Liskov,1976,9783222801944,AVAILABLE
1286,Machine Voyage,Satoshi Liskov,1973,9785606295350,OUT
1287,Night Harbor Dream,John Berners-Lee,1958,9781804674130,AVAILABLE
1288,Glass Garden Night,Mary Johnson,1965,9785201362608,AVAILABLE
1289,Glass Signal Night,Satoshi Backus,1996,9785470554912,AVAILABLE
1290,Glass Storm Machine Storm,James Hamilton,1959,9785564091969,OUT
1291,Dust Garden,Frances Jackson,2013,9782070204262,AVAILABLE
1292,Shadow Storm Code Phoenix,John Knuth,1967,9781241393696,AVAILABLE
1293,Voyage Dust Fire,Frances van Rossum,1954,9788731267731,AVAILABLE
1294,Atlas Iron Moon Archive,Guido Lovelace,2008,9789889786533,AVAILABLE
1295,Glass Dust Dream Halo,Katherine Torvalds,1964,9786543089523,AVAILABLE
1296,Moon Empire,Edsger Knuth,1958,9780576449747,AVAILABLE
1297,Whisper Empire,Ada Liskov,2003,9787644867649,AVAILABLE
1298,Dust Archive Halo,Katherine Hopper,2003,9786560450063,AVAILABLE
1299,Garden Whisper Night,John Torvalds,1954,9786496927711,AVAILABLE
1300,Dust Fire Machine Moon,Satoshi van Rossum,1978,9780597025512,OUT
1301,Iron Archive Cipher Glass,Linus Gosling,1988,9781594898959,OUT
1302,Machine Halo Star,James Gosling,1981,9785443441491,OUT
1303,Dust Halo Code,Satoshi Berners-Lee,1981,9784497439464,AVAILABLE
1304,Echo Atlas,Mary Dijkstra,1968,9789586297398,OUT
1305,Atlas Dream Echo Dust,Margaret Knuth,1981,9780972021707,OUT
1306,Star Dream Phoenix,Claude Thompson,1974,9786557922030,OUT
1307,Star River,Satoshi Gosling,1988,9781293900251,AVAILABLE
1308,Atlas Crystal,Linus Allen,1992,9785896359570,AVAILABLE
1309,Cipher Circuit Storm Halo,Satoshi Lamarr,1977,9784584345663,AVAILABLE
1310,Storm Night,Mary Jackson,1997,9783423622033,OUT
1311,Archive Star Iron,Margaret Gosling,1976,9780437968680,AVAILABLE
1312,Voyage Circuit,Dennis Liskov,2022,9786902177417,AVAILABLE
1313,Dawn Empire Star,Linus Ritchie,1957,9788502289466,OUT
1314,Iron Archive Atlas,Dennis Dijkstra,1975,9788293020256,OUT
1315,Crystal Dawn Dawn Dream,Ada Berners-Lee,1952,9784677116750,OUT
1316,Phoenix Cipher Moon,John Lamarr,1994,9785302453012,AVAILABLE
1317,Quantum Dust,Mary Hamilton,2012,9780342028471,OUT
1318,Circuit Quantum Circuit Halo,Ada Hopper,2008,9782240507648,AVAILABLE
1319,Quantum Atlas Crystal,John Backus,1991,9786199240658,AVAILABLE
1320,Voyage Phoenix,Frances Liskov,2010,9785812259095,AVAILABLE
1321,Signal Atlas Voyage,Katherine Hamilton,2014,9782373379121,AVAILABLE
1322,Storm Storm,Alan Knuth,2017,9788035869017,AVAILABLE
1323,Phoenix Harbor,John Johnson,1954,9783925199945,AVAILABLE
1324,Code Garden,Donald Backus,1963,9782764338722,OUT
1325,Machine Phoenix,Katherine Liskov,1968,9782654963308,OUT
1326,Dawn Star,Katherine Johnson,2006,9780488789950,AVAILABLE
1327,Archive Shadow Circuit,Edsger Lovelace,1997,9786851953774,AVAILABLE
1328,Whisper Dream Iron Signal,James Torvalds,1970,9789563427775,AVAILABLE
1329,Iron Halo,Ken Nakamoto,1969,9781658129205,OUT
1330,Quantum Halo Iron Moon,Satoshi Johnson,1964,9786302955963,OUT
1331,Night Archive Glass,Barbara Gosling,1972,9784206615498,AVAILABLE
1332,Fire Glass,Mary Ritchie,1962,9781380049832,OUT
1333,Harbor Fire,Grace Dijkstra,1969,9782154815826,OUT
1334,Cipher Voyage Labyrinth Signal,Katherine Lovelace,1963,9781854880644,AVAILABLE
1335,Harbor Harbor,Ada Turing,1999,9788778735856,OUT
1336,Signal Star Phoenix Signal,Katherine Knuth,2005,9783421926221,AVAILABLE
1337,Iron Shadow,Katherine Hopper,1955,9789483147891,OUT
1338,Labyrinth Phoenix,Hedy Allen,1969,9786999949812,AVAILABLE
1339,Whisper Dawn Crystal Quantum,Mary Lovelace,1957,9786660200053,OUT
1340,Iron Voyage Garden Dawn,Mary van Rossum,1974,9780505243838,AVAILABLE
1341,Shadow Halo Machine Voyage,Edsger Gosling,1971,9789900768627,AVAILABLE
1342,Halo Night Phoenix,Tim Dijkstra,2021,9783896337618,AVAILABLE
1343,Fire Crystal Dream,Mary van Rossum,1972,9781368410132,AVAILABLE
1344,Echo Circuit Iron Dawn,Tim Lamarr,1969,9788835279187,OUT
1345,Whisper Atlas Quantum,Ada van Rossum,2011,9781065920881,AVAILABLE
1346,Harbor River Night Atlas,Grace Lamarr,1966,9787617815969,AVAILABLE
1347,Fire Night Voyage Whisper,Katherine Thompson,2013,9780266568629,OUT
1348,Dust Harbor Crystal,Barbara Ritchie,2007,9789899255394,OUT
1349,Cipher Fire Fire Shadow,Frances Johnson,1967,9789074729669,AVAILABLE
1350,Storm Atlas Archive,Satoshi Lamarr,2000,9788089747485,AVAILABLE
1351,Code Phoenix Dust Star,Guido Hamilton,1959,9783984167347,AVAILABLE
1352,Fire Garden Dawn Signal,Satoshi Jackson,2018,9786498044509,OUT
1353,Glass Fire,Claude van Rossum,1951,9782102627066,OUT
1354,Voyage Code Dream,Alan Lovelace,2019,9788458130889,OUT
1355,Dawn Phoenix Glass Circuit,Alan Ritchie,2011,9788839974185,OUT
1356,Phoenix Night Shadow,Barbara Allen,1997,9780030566199,AVAILABLE
1357,Fire Dawn Shadow,Ken van Rossum,1987,9784937846790,OUT
1358,Atlas Labyrinth Halo Quantum,Ada Knuth,2017,9786001365103,AVAILABLE
1359,Halo Star Star,Margaret Liskov,1955,9784568652406,AVAILABLE
1360,Circuit Atlas,Barbara Knuth,1991,9789967256222,AVAILABLE
1361,Code Shadow,Dennis Berners-Lee,1977,9784704747648,AVAILABLE
1362,Glass Circuit Garden,Ken Lamarr,1978,9785213835071,AVAILABLE
1363,Star Garden,Ken Torvalds,1963,9789003622117,OUT
1364,Halo Atlas,Barbara Allen,2013,9784883958558,OUT
1365,Iron Iron Dust,Katherine Dijkstra,1994,9785161857591,OUT
1366,Storm Empire Garden,Alan Shannon,1956,9789147744735,AVAILABLE
1367,Dawn Machine Atlas Moon,Katherine Allen,2017,9784171594973,AVAILABLE
1368,Star Phoenix Dream,Hedy Torvalds,1954,9787880331836,OUT
1369,Phoenix Circuit,Grace Torvalds,1980,9788926087882,AVAILABLE
1370,Storm Machine Circuit Iron,John Jackson,2010,9784862515217,OUT
1371,Star Cipher Garden Harbor,Linus Ritchie,1978,9788018915673,AVAILABLE
1372,River Phoenix Signal,John Hopper,2011,9786296914336,AVAILABLE
1373,Dust Code,Satoshi Hamilton,1998,9786450999900,AVAILABLE
1374,Empire Voyage,Hedy Jackson,1993,9789083521189,AVAILABLE
1375,Glass Echo Star,Katherine Dijkstra,1987,9788849979572,AVAILABLE
1376,Halo Dream Machine Harbor,John Ritchie,2023,9788281902217,OUT
1377,Dust Archive Quantum Voyage,Hedy Hopper,1967,9788397170598,OUT
1378,Halo River Halo,Dennis Knuth,1984,9783672868112,AVAILABLE
1379,Dawn Fire Shadow Dawn,Claude Shannon,1993,9788119397814,AVAILABLE
1380,Dust Shadow Dream,Ada Lamarr,2023,9782177905528,AVAILABLE
1381,Halo Cipher Dust,Linus Berners-Lee,1997,9785880705326,OUT
1382,Quantum Quantum,Donald Knuth,2023,9789103829742,OUT
1383,Phoenix Garden Machine Crystal,Tim Gosling,1955,9788581810450,AVAILABLE
1384,Star Dawn,Frances Torvalds,2001,9785873662713,OUT
1385,Machine Echo Quantum Code,Guido Nakamoto,1981,9783900585615,OUT
1386,Star Archive Glass Night,Grace Ritchie,1999,9783979255116,AVAILABLE
1387,Night Signal Glass,Hedy Turing,1967,9783772702896,AVAILABLE
1388,Signal Cipher Shadow Garden,Tim Johnson,1972,9786441610197,AVAILABLE
1389,Fire Dream Dawn,Dennis Jackson,1988,9784051038802,AVAILABLE
1390,Dawn Shadow River,Barbara Backus,2003,9782814447189,OUT
1391,Dust Garden,Linus Lovelace,2023,9780676490922,AVAILABLE
1392,Voyage Atlas Phoenix River,Hedy Shannon,2008,9785513587271,AVAILABLE
1393,River Dream Dawn,Ada Gosling,2020,9781164034398,AVAILABLE
1394,Dream Storm Echo Labyrinth,Linus Jackson,2010,9785833364770,AVAILABLE
1395,Crystal Night Whisper,Ada Lamarr,1951,9781538602826,AVAILABLE
1396,Machine River,Edsger Turing,1983,9782319057720,OUT
1397,Atlas River Storm,Ada Turing,2013,9784193245381,AVAILABLE
1398,Code Labyrinth,Hedy Johnson,1962,9782248709872,AVAILABLE
1399,Signal River Phoenix Halo,Satoshi Gosling,1976,9785174224043,OUT
1400,Cipher Crystal,Donald Jackson,1956,9784686163070,OUT
1401,Voyage Signal,Frances Dijkstra,1957,9782009536621,AVAILABLE
1402,Machine Dawn Cipher Voyage,Satoshi Lovelace,1951,9787950017325,OUT
1403,Shadow Shadow Circuit Archive,Linus Lamarr,2009,9780722113869,OUT
1404,Quantum Echo,John Hopper,1999,9782104546171,AVAILABLE
1405,Iron Voyage Circuit Storm,John Lovelace,2008,9783602344225,OUT
1406,Storm Fire,Guido Lovelace,1968,9783941209447,OUT
1407,Dream Iron Signal,Hedy Lovelace,1976,9786551327617,AVAILABLE
1408,Harbor Star Quantum Voyage,Ada Liskov,1984,9785985160211,AVAILABLE
1409,Glass Crystal Garden Halo,Mary Nakamoto,1961,9786864986478,OUT
1410,Circuit Dream Halo,Claude Gosling,1966,9786008844740,OUT
1411,Quantum Night Archive Harbor,Mary Hopper,2022,9780749921640,OUT
1412,Signal Dust,Claude Torvalds,2000,9782353484864,AVAILABLE
1413,Empire Echo Iron,Donald Berners-Lee,2023,9786546220212,AVAILABLE
1414,Quantum Quantum,John Liskov,1951,9785033000088,AVAILABLE
1415,Night Circuit Star,Guido Allen,1980,9789008899114,AVAILABLE
1416,Signal Circuit,Ada Lovelace,2024,9781692327379,AVAILABLE
1417,Voyage Atlas Dust Quantum,Frances Lamarr,1955,9788548186746,AVAILABLE
1418,Empire Empire,Ada Lamarr,2015,9783361137118,OUT
1419,Garden Storm,Hedy Jackson,1997,9785829420340,AVAILABLE
1420,Machine Dawn,Dennis Berners-Lee,1985,9780756999449,AVAILABLE
1421,River Phoenix Signal Cipher,Frances Liskov,1956,9788240281822,OUT
1422,Night Echo Archive Code,Katherine Lovelace,1969,9786208581745,AVAILABLE
1423,Archive Night,Ken Torvalds,2002,9783570041291,OUT
1424,Moon Voyage Whisper Garden,Donald Jackson,1964,9781255904610,AVAILABLE
1425,Archive Code,Edsger Berners-Lee,1957,9786001283827,OUT
1426,Shadow Storm,Edsger Torvalds,1966,9786151204850,AVAILABLE
1427,Quantum Cipher Cipher,Dennis Berners-Lee,1983,9780422763460,OUT
1428,Code Storm,Dennis Berners-Lee,1950,9783472435861,AVAILABLE
1429,Cipher Voyage Iron,Edsger Ritchie,1962,9782726708666,AVAILABLE
1430,Halo Whisper Circuit,Guido Liskov,1966,9781976878494,OUT
1431,Archive Harbor Storm,Edsger Nakamoto,1957,9785006184897,AVAILABLE
1432,Moon Moon Night,Dennis Hamilton,1976,9784668212156,OUT
1433,Code Quantum Atlas,Ken Dijkstra,1995,9782064411197,OUT
1434,Voyage Voyage,Grace Shannon,1968,9780634359488,AVAILABLE
1435,Quantum Storm,Claude Shannon,1985,9786806640511,AVAILABLE
1436,Iron Storm,Edsger Thompson,1989,9784123016049,OUT
1437,Echo Cipher Shadow Harbor,Tim Backus,1968,9788600320319,OUT
1438,Voyage Harbor Dust,Hedy Lamarr,1956,9784003471317,OUT
1439,Crystal Dust Harbor Archive,Mary Gosling,1955,9781625908419,AVAILABLE
1440,Star Phoenix Fire Archive,Claude Ritchie,1996,9781137535821,AVAILABLE
1441,Labyrinth Halo,Edsger Jackson,2017,9787807279037,AVAILABLE
1442,Cipher Crystal,James Lovelace,2020,9781972239964,AVAILABLE
1443,Labyrinth Atlas Crystal,Mary Torvalds,2012,9783076810248,OUT
1444,Glass Quantum,Mary Thompson,1995,9788002443236,AVAILABLE
1445,Iron Harbor,Donald van Rossum,2024,9786968574670,OUT
1446,Circuit Archive Glass,Ken Hopper,2005,9781395215016,AVAILABLE
1447,Harbor Moon Signal,Grace Lovelace,2011,9783350842431,AVAILABLE
1448,Voyage Phoenix Night Dust,Barbara Johnson,2019,9788130041691,AVAILABLE
1449,Garden Phoenix,Tim Turing,1968,9781675864633,OUT
1450,Phoenix Halo Code Phoenix,Dennis Berners-Lee,1989,9781050147642,AVAILABLE
1451,Echo Harbor Circuit,Satoshi Gosling,1965,9783855128177,OUT
1452,Circuit Crystal Moon,Tim Nakamoto,1997,9787815542609,AVAILABLE
1453,Iron Night Quantum,Guido Lovelace,1969,9784654677205,OUT
1454,Archive Crystal,Ada Allen,1976,9788715647837,OUT
1455,Quantum Empire Dawn Crystal,John Ritchie,1989,9788027414857,AVAILABLE
1456,Iron Signal Empire Iron,Satoshi Dijkstra,1992,9786862728840,OUT
1457,Cipher Cipher River,Barbara Lovelace,2007,9786327135386,AVAILABLE
1458,Cipher Whisper Moon,Ken Lamarr,1966,9788687906048,OUT
1459,Signal Dust Glass Night,Edsger Turing,1992,9783405089273,AVAILABLE
1460,Cipher Quantum Storm Dream,Dennis Lamarr,2007,9784053567078,AVAILABLE
1461,Dream Archive Labyrinth Whisper,Dennis Thompson,1982,9781903842273,OUT
1462,Quantum Harbor Moon,Frances Torvalds,1973,9782227111757,OUT
1463,Code Crystal Labyrinth,Donald Gosling,1971,9784298514486,OUT
1464,Voyage Night Empire Machine,Edsger Knuth,2004,9780392202698,AVAILABLE
1465,Crystal Dream,Margaret Dijkstra,2000,9781068017703,OUT
1466,Signal Halo,Linus Allen,1955,9780049332672,AVAILABLE
1467,Halo River Signal,Satoshi Berners-Lee,1964,9787294763808,AVAILABLE
1468,Dust Empire,Guido Ritchie,1983,9785998519393,OUT
1469,Archive Whisper,Edsger Backus,1973,9781291635049,AVAILABLE
1470,Empire Moon Harbor,James Gosling,2007,9785272845397,AVAILABLE
1471,Code Quantum Fire,Satoshi Thompson,1952,9780886406756,AVAILABLE
1472,Iron Empire,Mary Lovelace,1963,9782902215439,AVAILABLE
1473,River River,Mary Nakamoto,1954,9782253332023,AVAILABLE
1474,Storm Empire Moon,Ken Ritchie,1994,9780193545036,AVAILABLE
1475,Echo Harbor Voyage Circuit,Mary Johnson,1976,9783324362962,AVAILABLE
1476,Circuit Voyage,Ada Thompson,2022,9788312441290,AVAILABLE
1477,Atlas Garden Atlas,Hedy van Rossum,1990,9789992012376,AVAILABLE
1478,Storm Labyrinth,Frances Johnson,1997,9781062941937,OUT
1479,Code Circuit Crystal,Satoshi Liskov,1973,9781317536264,AVAILABLE
1480,Garden Moon Glass,Claude van Rossum,1982,9782096173009,AVAILABLE
1481,Iron Glass Quantum Dream,Mary Hamilton,1990,9784032115355,AVAILABLE
1482,Garden Crystal,Margaret Torvalds,1967,9781430877972,OUT
1483,Archive Code Moon,Ken Hamilton,1966,9781883458192,OUT
1484,Halo Shadow Star Atlas,Mary Backus,2013,9787693332998,OUT
1485,Machine Crystal Machine,Hedy Turing,1971,9788464085858,OUT
1486,Dawn Harbor Quantum Voyage,Edsger Ritchie,2005,9787262084672,AVAILABLE
1487,Dust Atlas Iron Machine,Katherine Torvalds,1990,9781962822250,AVAILABLE
1488,Voyage Iron,Ken van Rossum,1971,9784728639420,AVAILABLE
1489,Phoenix Iron,Edsger Berners-Lee,1985,9789929009662,OUT
1490,Archive Empire Moon Cipher,Guido Lovelace,1983,9785095632174,AVAILABLE
1491,Empire Shadow Whisper Night,Hedy Hopper,1956,9781933538922,AVAILABLE
1492,Star Harbor,Frances Hopper,1961,9783600608277,AVAILABLE
1493,Empire Garden Signal River,Guido Knuth,2003,9780762643850,AVAILABLE
1494,Dust Garden,Tim Allen,1972,9786176231336,OUT
1495,Shadow Fire,Hedy Hamilton,1986,9786423165441,AVAILABLE
1496,Dawn Archive Iron Archive,John van Rossum,2016,9786063494290,AVAILABLE
1497,Dream Cipher Circuit,Grace Backus,1991,9781887017999,AVAILABLE
1498,Iron Star,Edsger Turing,1971,9783744417234,OUT
1499,Cipher Atlas Garden,Linus Shannon,1999,9787902548536,AVAILABLE
1500,Cipher Voyage,Satoshi Turing,1985,9782386410095,AVAILABLE
1501,Echo Phoenix,Dennis Ritchie,2011,9784216435990,AVAILABLE
1502,Dust Atlas,Tim Backus,2018,9786047614378,OUT
1503,River River Dawn Archive,Alan van Rossum,1998,9787564672636,OUT
1504,Halo Circuit Dream Circuit,Grace Thompson,1988,9781858990027,AVAILABLE
1505,Halo Whisper Iron,Satoshi Knuth,1951,9784507860435,AVAILABLE
1506,Atlas Dream Cipher,Alan Ritchie,1954,9783746983306,OUT
1507,Fire Archive Glass,Linus Lovelace,2001,9781822266794,AVAILABLE
1508,Code Shadow,Claude Allen,2015,9786538590673,AVAILABLE
1509,Cipher Dawn Star Glass,Edsger Shannon,2014,9786055049221,AVAILABLE
1510,Archive Empire River Fire,Mary Gosling,1959,9786706632016,AVAILABLE
1511,Dust Halo,Ada Backus,1974,9789928919827,AVAILABLE
1512,Voyage Moon,James Ritchie,1976,9783717086494,AVAILABLE
1513,Signal Dust,Katherine Dijkstra,1953,9789831354901,OUT
1514,Machine Atlas Dust,Hedy Gosling,2007,9786921958730,OUT
1515,River Code Echo,Edsger Hamilton,1979,9788430217816,AVAILABLE
1516,Echo Phoenix Halo,Ada van Rossum,1998,9784315890164,AVAILABLE
1517,Halo Quantum Glass Moon,Claude Hopper,1992,9787017092640,OUT
1518,Dream Empire Dawn,Ada Shannon,2019,9781726282968,OUT
1519,Fire Phoenix,Katherine Johnson,2017,9780072889592,OUT
1520,Fire Archive Fire River,Grace Hopper,2003,9786919612766,AVAILABLE
1521,Shadow Voyage,Alan Shannon,1967,9783917026344,AVAILABLE
1522,Dawn Garden Circuit,Hedy van Rossum,1973,9785870120424,AVAILABLE
1523,Glass Dream,Ken Torvalds,2002,9789123753028,AVAILABLE
1524,Dust Archive Signal,Alan Berners-Lee,1998,9787024365240,AVAILABLE
1525,Machine Night Whisper,James Hamilton,2014,9788754036488,AVAILABLE
1526,Crystal Machine,Satoshi Allen,2013,9785466232360,OUT
1527,Signal Circuit Archive,Hedy Lamarr,2017,9789125949722,AVAILABLE
1528,Empire River Iron Code,Claude van Rossum,1973,9786992066617,OUT
1529,Dust Cipher Iron Dawn,Ken van Rossum,1969,9789833587688,AVAILABLE
1530,Whisper Labyrinth Archive,Hedy Dijkstra,1997,9786041348208,AVAILABLE
1531,Dream Code Harbor,Tim Knuth,1991,9788391226000,OUT
1532,Star Star,Alan Allen,2001,9789143049134,OUT
1533,Shadow Dawn,Claude Nakamoto,2013,9788720998656,OUT
1534,Iron Quantum Circuit,Barbara Johnson,1951,9782082353097,OUT
1535,Cipher Code Circuit,Donald Lamarr,1983,9789629805682,AVAILABLE
1536,Storm Labyrinth,Ken Berners-Lee,1950,9786618695724,AVAILABLE
1537,Star Night,Katherine Backus,1982,9782531379561,OUT
1538,Empire Labyrinth,John Backus,1975,9781750361920,AVAILABLE
1539,Whisper Garden,Hedy Nakamoto,1959,9788733703424,AVAILABLE
1540,River Phoenix Archive,Katherine Jackson,1950,9787607862351,AVAILABLE
1541,Whisper Harbor,John Gosling,1991,9789170851732,OUT
1542,Dust Machine Storm River,Ken van Rossum,1974,9780918580558,AVAILABLE
1543,Storm Quantum Quantum Circuit,Donald Ritchie,2007,9789653916077,OUT
1544,Empire Star,Ada Nakamoto,1981,9780454184039,AVAILABLE
1545,Voyage Moon Iron Storm,Mary Lovelace,1976,9786203858864,AVAILABLE
1546,Whisper Quantum Shadow Glass,Frances Jackson,2019,9786529516469,OUT
1547,Phoenix Dawn,Tim Ritchie,2003,9780397440880,OUT
1548,Labyrinth Empire Echo,Hedy Jackson,2011,9780920199184,AVAILABLE
1549,Storm Storm,Linus Liskov,1999,9781584858052,AVAILABLE
1550,Night Iron Glass,Donald Knuth,2001,9787220539707,OUT
1551,River Machine Whisper,Margaret Johnson,2011,9780823171461,AVAILABLE
1552,Dust Garden Quantum Night,Satoshi Hamilton,2003,9787662623596,AVAILABLE
